,actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title,comb
4293,Alanna Ubach,Bob Balaban,Jamie Kennedy,Jill Sprecher,Comedy|Drama,clockwatchers,Alanna Ubach Bob Balaban Jamie Kennedy Jill Sprecher Comedy|Drama
4294,Matt Bennett,Krysta Rodriguez,Zack Pearlman,Huck Botko,Comedy,the virginity hit,Matt Bennett Krysta Rodriguez Zack Pearlman Huck Botko Comedy
4295,Christopher Lambert,Isabelle Adjani,Jean-Hugues Anglade,Luc Besson,Comedy|Drama|Thriller,subway,Christopher Lambert Isabelle Adjani Jean-Hugues Anglade Luc Besson Comedy|Drama|Thriller
4296,Robin Williams,Mark Margolis,Frank Langella,David Duchovny,Comedy|Drama,house of d,Robin Williams Mark Margolis Frank Langella David Duchovny Comedy|Drama
4297,Jess Weixler,Nathan Parsons,John Hensley,Mitchell Lichtenstein,Comedy|Fantasy|Horror|Thriller,teeth,Jess Weixler Nathan Parsons John Hensley Mitchell Lichtenstein Comedy|Fantasy|Horror|Thriller
4298,Jeffrey Falcon,Stephane Gauger,Kim De Angelo,Lance Mungia,Action|Adventure|Comedy|Drama|Music|Sci-Fi,six-string samurai,Jeffrey Falcon Stephane Gauger Kim De Angelo Lance Mungia Action|Adventure|Comedy|Drama|Music|Sci-Fi
4299,Karisma Kapoor,Bobby Deol,Shakti Kapoor,Kundan Shah,Action|Comedy|Romance|Thriller,hum to mohabbat karega,Karisma Kapoor Bobby Deol Shakti Kapoor Kundan Shah Action|Comedy|Romance|Thriller
4300,Paul Kaye,Neil Maskell,Kate Magowan,Michael Dowse,Biography|Comedy|Drama|Music,it's all gone pete tong,Paul Kaye Neil Maskell Kate Magowan Michael Dowse Biography|Comedy|Drama|Music
4301,Peter Dinklage,Steve Buscemi,Romany Malco,Hue Rhodes,Comedy|Drama,saint john of las vegas,Peter Dinklage Steve Buscemi Romany Malco Hue Rhodes Comedy|Drama
4302,Bob Hoskins,Annette Badland,Karl Collins,Shane Meadows,Comedy|Drama|Romance|Sport,24 7: twenty four seven,Bob Hoskins Annette Badland Karl Collins Shane Meadows Comedy|Drama|Romance|Sport
4303,Jeremy Irvine,Caleb Landry Jones,Matt Craven,Roland Emmerich,Drama,stonewall,Jeremy Irvine Caleb Landry Jones Matt Craven Roland Emmerich Drama
4304,Joe Morton,Colin Ferguson,Salli Richardson-Whitfield,unknown,Comedy|Drama|Sci-Fi,eureka            ,Joe Morton Colin Ferguson Salli Richardson-Whitfield unknown Comedy|Drama|Sci-Fi
4305,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey,Jugal Hansraj,Animation|Comedy|Family|Romance,roadside romeo,Saif Ali Khan Sanjay Mishra Javed Jaffrey Jugal Hansraj Animation|Comedy|Family|Romance
4306,Vincent Pastore,Frank Vincent,Chuck Zito,Danny Provenzano,Crime|Drama,this thing of ours,Vincent Pastore Frank Vincent Chuck Zito Danny Provenzano Crime|Drama
4307,Alex Kendrick,Jansen Panettiere,Tiya Sircar,Bill Muir,Adventure|Family|Fantasy,the lost medallion: the adventures of billy stone,Alex Kendrick Jansen Panettiere Tiya Sircar Bill Muir Adventure|Family|Fantasy
4308,Anna Kendrick,Jeremy Jordan,Charly Bivona,Richard LaGravenese,Comedy|Drama|Musical|Romance,the last five years,Anna Kendrick Jeremy Jordan Charly Bivona Richard LaGravenese Comedy|Drama|Musical|Romance
4309,Merritt Wever,Amy Ryan,Paul Adelstein,Noah Buschel,Drama,the missing person,Merritt Wever Amy Ryan Paul Adelstein Noah Buschel Drama
4310,Melinda Clarke,Kent McCord,Sarah Douglas,Brian Yuzna,Horror|Romance|Sci-Fi,return of the living dead iii,Melinda Clarke Kent McCord Sarah Douglas Brian Yuzna Horror|Romance|Sci-Fi
4311,Jason Statham,Chris Evans,Dane Cook,Hunter Richards,Drama|Romance,london,Jason Statham Chris Evans Dane Cook Hunter Richards Drama|Romance
4312,Brad William Henke,Kate Burton,Michelle Hurst,Laurie Collyer,Drama,sherrybaby,Brad William Henke Kate Burton Michelle Hurst Laurie Collyer Drama
4313,Martin Starr,Megan Mullally,Chris Penn,Bruce McCulloch,Comedy|Crime,stealing harvard,Martin Starr Megan Mullally Chris Penn Bruce McCulloch Comedy|Crime
4314,Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau,Aaron Hann,Drama|Horror|Mystery|Sci-Fi|Thriller,circle,Jordi Vilasuso Michael McLafferty Kaiwi Lyman-Mersereau Aaron Hann Drama|Horror|Mystery|Sci-Fi|Thriller
4315,Michael Fassbender,Jack O'Connell,Lorraine Stanley,James Watkins,Horror|Thriller,eden lake,Michael Fassbender Jack O'Connell Lorraine Stanley James Watkins Horror|Thriller
4316,Frances Fisher,James Kyson,Marlene Forte,Catherine Hardwicke,Thriller,plush,Frances Fisher James Kyson Marlene Forte Catherine Hardwicke Thriller
4317,MyAnna Buring,James Corden,Silvia Colloca,Phil Claydon,Action|Comedy|Fantasy|Horror,vampire killers,MyAnna Buring James Corden Silvia Colloca Phil Claydon Action|Comedy|Fantasy|Horror
4318,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs,Ralph Ziman,Action|Crime|Drama,gangster's paradise: jerusalema,Rapulana Seiphemo Kenneth Nkosi Robert Hobbs Ralph Ziman Action|Crime|Drama
4319,Colin Salmon,Lee Evans,Ian McNeice,John Simpson,Crime|Drama|Thriller,freeze frame,Colin Salmon Lee Evans Ian McNeice John Simpson Crime|Drama|Thriller
4320,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko,Colin Minihan,Horror,grave encounters,Mackenzie Gray Sean Rogerson Ashleigh Gryzko Colin Minihan Horror
4321,Peter McQuinn,Tommy Knight,Jemma Curran,Conor McMahon,Comedy|Horror,stitches,Peter McQuinn Tommy Knight Jemma Curran Conor McMahon Comedy|Horror
4322,Daniel Baldwin,William Lee Scott,Marc Macaulay,Chris Shadley,Crime|Drama|Horror|Mystery|Thriller,nine dead,Daniel Baldwin William Lee Scott Marc Macaulay Chris Shadley Crime|Drama|Horror|Mystery|Thriller
4323,Alice Cooper,Tim Rice,Louis Walsh,Simon Napier-Bell,Documentary,"to be frank, sinatra at 100",Alice Cooper Tim Rice Louis Walsh Simon Napier-Bell Documentary
4324,Woody Allen,Charlotte Rae,Louise Lasser,Woody Allen,Comedy,bananas,Woody Allen Charlotte Rae Louise Lasser Woody Allen Comedy
4325,Paul Sheehan,Linus Roache,Kathy Uyen,Simon Yin,Thriller,supercapitalist,Paul Sheehan Linus Roache Kathy Uyen Simon Yin Thriller
4326,Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira,Jeff Crook,Action|Crime|Drama|Thriller,rockaway,Nicholas Gonzalez Mario Cimarro Ricardo Chavira Jeff Crook Action|Crime|Drama|Thriller
4327,Steven Weber,Tim Daly,Amy Yasbeck,unknown,Comedy|Drama,wings            ,Steven Weber Tim Daly Amy Yasbeck unknown Comedy|Drama
4328,Rita Hayworth,Everett Sloane,Ted de Corsia,Orson Welles,Crime|Drama|Film-Noir|Mystery|Thriller,the lady from shanghai,Rita Hayworth Everett Sloane Ted de Corsia Orson Welles Crime|Drama|Film-Noir|Mystery|Thriller
4329,Mircea Monroe,Lew Temple,Robert Pine,Dave Payne,Horror|Thriller,no man's land: the rise of reeker,Mircea Monroe Lew Temple Robert Pine Dave Payne Horror|Thriller
4330,Jake Gyllenhaal,M.C. Gainey,Mark Rolston,James Cox,Crime|Drama,highway,Jake Gyllenhaal M.C. Gainey Mark Rolston James Cox Crime|Drama
4331,Noel Gugliemi,Saffron Burrows,Matt Lucas,Jonas Åkerlund,Comedy|Crime|Drama,small apartments,Noel Gugliemi Saffron Burrows Matt Lucas Jonas Åkerlund Comedy|Crime|Drama
4332,Sunil Narkar,Ben Schwartz,Glenn Howerton,Brad Copeland,Comedy,coffee town,Sunil Narkar Ben Schwartz Glenn Howerton Brad Copeland Comedy
4333,Kate Maberly,Kevin McCarthy,Paul Williams,Paul Bunnell,Comedy|Fantasy|Musical|Sci-Fi,the ghastly love of johnny x,Kate Maberly Kevin McCarthy Paul Williams Paul Bunnell Comedy|Fantasy|Musical|Sci-Fi
4334,Sally Hawkins,Curtiss Cook,Peter Hermann,Phil Morrison,Comedy|Drama,all is bright,Sally Hawkins Curtiss Cook Peter Hermann Phil Morrison Comedy|Drama
4335,Christopher Lee,Lex Barker,Karin Dor,Harald Reinl,Horror|Mystery,the torture chamber of dr. sadism,Christopher Lee Lex Barker Karin Dor Harald Reinl Horror|Mystery
4336,Jon Mack,Powers Boothe,Josh Meyers,James Cox,Comedy|Drama,straight a's,Jon Mack Powers Boothe Josh Meyers James Cox Comedy|Drama
4337,Buster Keaton,Zero Mostel,Phil Silvers,Richard Lester,Comedy|Musical,a funny thing happened on the way to the forum,Buster Keaton Zero Mostel Phil Silvers Richard Lester Comedy|Musical
4338,Michael Moore,Eddie Vedder,Steve Earle,Michael Moore,Documentary,slacker uprising,Michael Moore Eddie Vedder Steve Earle Michael Moore Documentary
4339,William McNamara,Kevin Alejandro,Glenn Morshower,Tanner Beard,Action|Adventure|History|Western,the legend of hell's gate: an american conspiracy,William McNamara Kevin Alejandro Glenn Morshower Tanner Beard Action|Adventure|History|Western
4340,Trenton Rostedt,Wray Crawford,Dave Sheridan,Scott Dow,Comedy|Horror,the walking deceased,Trenton Rostedt Wray Crawford Dave Sheridan Scott Dow Comedy|Horror
4341,Kevin Zegers,Bella Heathcote,Tom Arnold,Derick Martini,Drama|Horror|Mystery|Thriller,the curse of downers grove,Kevin Zegers Bella Heathcote Tom Arnold Derick Martini Drama|Horror|Mystery|Thriller
4342,Melissa Bolona,Michael Aaron Milligan,James Chalke,Jerry Dugan,Thriller,shark lake,Melissa Bolona Michael Aaron Milligan James Chalke Jerry Dugan Thriller
4343,Keanu Reeves,Daniel Roebuck,Ione Skye,Tim Hunter,Crime|Drama,river's edge,Keanu Reeves Daniel Roebuck Ione Skye Tim Hunter Crime|Drama
4344,Peter Coyote,Anthony Edwards,Jon Gries,Michael Polish,Drama|Fantasy,northfork,Peter Coyote Anthony Edwards Jon Gries Michael Polish Drama|Fantasy
4345,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis,William Kaufman,Action|Thriller,the marine 4: moving target,Paul McGillion Mike 'The Miz' Mizanin David Lewis William Kaufman Action|Thriller
4346,Ryan Reynolds,Samantha Mathis,Erik Palladino,Rodrigo Cortés,Drama|Mystery|Thriller,buried,Ryan Reynolds Samantha Mathis Erik Palladino Rodrigo Cortés Drama|Mystery|Thriller
4347,Craig Roberts,Paddy Considine,Sally Hawkins,Richard Ayoade,Comedy|Drama|Romance,submarine,Craig Roberts Paddy Considine Sally Hawkins Richard Ayoade Comedy|Drama|Romance
4348,Khalid Abdalla,Ahmed Hassan,Aida Elkashef,Jehane Noujaim,Documentary|Drama|History|News,the square,Khalid Abdalla Ahmed Hassan Aida Elkashef Jehane Noujaim Documentary|Drama|History|News
4349,Karl E. Landler,Lizzie Brocheré,Pierre Perrier,Pascal Arnold,Drama,one to another,Karl E. Landler Lizzie Brocheré Pierre Perrier Pascal Arnold Drama
4350,Chloë Grace Moretz,Judy Greer,Portia Doubleday,Kimberly Peirce,Drama|Fantasy|Horror,carrie,Chloë Grace Moretz Judy Greer Portia Doubleday Kimberly Peirce Drama|Fantasy|Horror
4351,Lauren Gottlieb,Remo,Prabhudheva,Remo,Drama|Musical,abcd (any body can dance),Lauren Gottlieb Remo Prabhudheva Remo Drama|Musical
4352,Johnny Depp,Lin Shaye,Amanda Wyss,Wes Craven,Horror,a nightmare on elm street,Johnny Depp Lin Shaye Amanda Wyss Wes Craven Horror
4353,Paul McGill,Philippe Petit,Jean-Louis Blondeau,James Marsh,Biography|Crime|Documentary|History|Thriller,man on wire,Paul McGill Philippe Petit Jean-Louis Blondeau James Marsh Biography|Crime|Documentary|History|Thriller
4354,Siobhan Marshall,Peter Feeney,Rachel Nash,John Laing,Drama,abandoned,Siobhan Marshall Peter Feeney Rachel Nash John Laing Drama
4355,Logan Browning,Adam Ratcliffe,Faizon Love,Jamal Hill,Drama,brotherly love,Logan Browning Adam Ratcliffe Faizon Love Jamal Hill Drama
4356,Caleb Landry Jones,Ashley Bell,Patrick Fabian,Daniel Stamm,Drama|Horror|Thriller,the last exorcism,Caleb Landry Jones Ashley Bell Patrick Fabian Daniel Stamm Drama|Horror|Thriller
4357,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff,Sam Taylor-Johnson,Biography|Drama|Music,nowhere boy,Kristin Scott Thomas Ophelia Lovibond Anne-Marie Duff Sam Taylor-Johnson Biography|Drama|Music
4358,Marlon Brando,Karl Malden,Kim Hunter,Elia Kazan,Drama,a streetcar named desire,Marlon Brando Karl Malden Kim Hunter Elia Kazan Drama
4359,George C. Scott,Slim Pickens,Keenan Wynn,Stanley Kubrick,Comedy,dr. strangelove or: how i learned to stop worrying and love the bomb,George C. Scott Slim Pickens Keenan Wynn Stanley Kubrick Comedy
4360,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,Carlos Carrera,Drama|Romance,el crimen del padre amaro,Damián Alcázar Ana Claudia Talancón Pedro Armendáriz Jr. Carlos Carrera Drama|Romance
4361,Quvenzhané Wallis,Gina Montana,Dwight Henry,Benh Zeitlin,Drama|Fantasy,beasts of the southern wild,Quvenzhané Wallis Gina Montana Dwight Henry Benh Zeitlin Drama|Fantasy
4362,Roddy McDowall,Paul Williams,Claude Akins,J. Lee Thompson,Action|Sci-Fi,battle for the planet of the apes,Roddy McDowall Paul Williams Claude Akins J. Lee Thompson Action|Sci-Fi
4363,Aidan Quinn,David Patrick Kelly,Jane Adams,Maggie Greenwald,Drama|Music,songcatcher,Aidan Quinn David Patrick Kelly Jane Adams Maggie Greenwald Drama|Music
4364,Donna Murphy,Bill Irwin,Michael Chernus,Vera Farmiga,Drama,higher ground,Donna Murphy Bill Irwin Michael Chernus Vera Farmiga Drama
4365,Hansika Motwani,T.R. Silambarasan,Brahmanandam,Vijay Chandar,Comedy|Romance,vaalu,Hansika Motwani T.R. Silambarasan Brahmanandam Vijay Chandar Comedy|Romance
4366,Quentin Tarantino,J.J. Abrams,Donald Trump,Morgan Spurlock,Comedy|Documentary,the greatest movie ever sold,Quentin Tarantino J.J. Abrams Donald Trump Morgan Spurlock Comedy|Documentary
4367,Steve Buscemi,Gary Farmer,Jon Gries,Jonathan Wacks,Comedy|Horror,ed and his dead mother,Steve Buscemi Gary Farmer Jon Gries Jonathan Wacks Comedy|Horror
4368,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga,Khyentse Norbu,Adventure|Drama,travelers and magicians,Tshewang Dendup Lhakpa Dorji Sonam Kinga Khyentse Norbu Adventure|Drama
4369,Clint Eastwood,Bruce Dern,Alan Hale Jr.,Ted Post,Western,hang 'em high,Clint Eastwood Bruce Dern Alan Hale Jr. Ted Post Western
4370,Humphrey Bogart,Jim Backus,Kim Hunter,Richard Brooks,Crime|Drama|Film-Noir,deadline - u.s.a.,Humphrey Bogart Jim Backus Kim Hunter Richard Brooks Crime|Drama|Film-Noir
4371,George Newbern,Tom Cavanagh,Cas Anvar,Tony Krantz,Horror|Thriller,sublime,George Newbern Tom Cavanagh Cas Anvar Tony Krantz Horror|Thriller
4372,Kimberley Crossman,Luke Edwards,Bree Williamson,Mitchell Altieri,Comedy|Horror|Thriller,a beginner's guide to snuff,Kimberley Crossman Luke Edwards Bree Williamson Mitchell Altieri Comedy|Horror|Thriller
4373,Tom Everett Scott,Keenan Tracey,Nicholas Carella,W.D. Hogan,Action|Sci-Fi,independence daysaster,Tom Everett Scott Keenan Tracey Nicholas Carella W.D. Hogan Action|Sci-Fi
4374,Christian Keyes,Essence Atkins,Tatyana Ali,Corey Grant,Comedy|Drama,dysfunctional friends,Christian Keyes Essence Atkins Tatyana Ali Corey Grant Comedy|Drama
4375,Moritz Bleibtreu,Ludger Pistor,Armin Rohde,Tom Tykwer,Crime|Drama,run lola run,Moritz Bleibtreu Ludger Pistor Armin Rohde Tom Tykwer Crime|Drama
4376,James Duval,Will Estes,Nora Zehetner,Lucky McKee,Drama|Horror,may,James Duval Will Estes Nora Zehetner Lucky McKee Drama|Horror
4377,Natasha Henstridge,CJ Adams,Erin Pitt,Richard Boddington,Adventure|Family,against the wild,Natasha Henstridge CJ Adams Erin Pitt Richard Boddington Adventure|Family
4378,Matthew Alan,Chris Cleveland,Circus-Szalewski,David Hunt,Horror,living dark: the story of ted the caver,Matthew Alan Chris Cleveland Circus-Szalewski David Hunt Horror
4379,America Ferrera,Eugenio Derbez,Kate del Castillo,Patricia Riggen,Adventure|Drama,under the same moon,America Ferrera Eugenio Derbez Kate del Castillo Patricia Riggen Adventure|Drama
4380,Roddy McDowall,Gordon Jump,John Randolph,J. Lee Thompson,Action|Sci-Fi,conquest of the planet of the apes,Roddy McDowall Gordon Jump John Randolph J. Lee Thompson Action|Sci-Fi
4381,Tom Wilkinson,Sissy Spacek,Karen Allen,Todd Field,Crime|Drama,in the bedroom,Tom Wilkinson Sissy Spacek Karen Allen Todd Field Crime|Drama
4382,Sarah Butler,Chad Lindberg,Daniel Franzese,Steven R. Monroe,Horror|Thriller,i spit on your grave,Sarah Butler Chad Lindberg Daniel Franzese Steven R. Monroe Horror|Thriller
4383,Ally Walker,Illeana Douglas,Jeremy Northam,Mark Illsley,Comedy|Crime|Romance,"happy, texas",Ally Walker Illeana Douglas Jeremy Northam Mark Illsley Comedy|Crime|Romance
4384,Paddy Considine,Natalie Press,Dean Andrews,Pawel Pawlikowski,Drama|Romance,my summer of love,Paddy Considine Natalie Press Dean Andrews Pawel Pawlikowski Drama|Romance
4385,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey,Ritesh Batra,Drama|Romance,the lunchbox,Nawazuddin Siddiqui Nimrat Kaur Lillete Dubey Ritesh Batra Drama|Romance
4386,Shirley Henderson,Joan Allen,Stephanie Leonidas,Sally Potter,Drama|Romance,yes,Shirley Henderson Joan Allen Stephanie Leonidas Sally Potter Drama|Romance
4387,Jean Arthur,Ann Miller,Lionel Barrymore,Frank Capra,Comedy|Drama|Romance,you can't take it with you,Jean Arthur Ann Miller Lionel Barrymore Frank Capra Comedy|Drama|Romance
4388,Montgomery Clift,Donna Reed,Deborah Kerr,Fred Zinnemann,Drama|Romance|War,from here to eternity,Montgomery Clift Donna Reed Deborah Kerr Fred Zinnemann Drama|Romance|War
4389,Harry Carey Jr.,Ben Johnson,Victor McLaglen,John Ford,Western,she wore a yellow ribbon,Harry Carey Jr. Ben Johnson Victor McLaglen John Ford Western
4390,Shawnee Smith,Michael Welch,Anthony Reynolds,Brad J. Silverman,Drama|Music,grace unplugged,Shawnee Smith Michael Welch Anthony Reynolds Brad J. Silverman Drama|Music
4391,Eddie Griffin,Clifton Powell,Marla Gibbs,Dave Meyers,Comedy|Drama,foolish,Eddie Griffin Clifton Powell Marla Gibbs Dave Meyers Comedy|Drama
4392,Essence Atkins,Lamman Rucker,Tempestt Bledsoe,David M. Matthews,Crime|Drama|Thriller,n-secure,Essence Atkins Lamman Rucker Tempestt Bledsoe David M. Matthews Crime|Drama|Thriller
4393,Yasmine Al Massri,Adel Karam,Nadine Labaki,Nadine Labaki,Comedy|Drama|Romance,caramel,Yasmine Al Massri Adel Karam Nadine Labaki Nadine Labaki Comedy|Drama|Romance
4394,Stephen Rea,Pixie Davies,Alejandro Furth,Lluís Quílez,Horror|Thriller,out of the dark,Stephen Rea Pixie Davies Alejandro Furth Lluís Quílez Horror|Thriller
4395,Ohad Knoller,Lior Ashkenazi,Yousef 'Joe' Sweid,Eytan Fox,Comedy|Drama|Romance,the bubble,Ohad Knoller Lior Ashkenazi Yousef 'Joe' Sweid Eytan Fox Comedy|Drama|Romance
4396,Harrison Ford,Teri Garr,Cindy Williams,Francis Ford Coppola,Drama|Mystery|Thriller,the conversation,Harrison Ford Teri Garr Cindy Williams Francis Ford Coppola Drama|Mystery|Thriller
4397,Annabelle Wallis,Revathy,Bhoomika Chawla,Romesh Sharma,Romance,dil jo bhi kahey...,Annabelle Wallis Revathy Bhoomika Chawla Romesh Sharma Romance
4398,Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet,François Truffaut,Crime|Drama|Romance,mississippi mermaid,Catherine Deneuve Jean-Paul Belmondo Michel Bouquet François Truffaut Crime|Drama|Romance
4399,Judy Greer,Marisa Coughlan,Nicky Katt,Adam Goldberg,Drama|Mystery,i love your work,Judy Greer Marisa Coughlan Nicky Katt Adam Goldberg Drama|Mystery
4400,Dustin Ingram,Gage Golightly,Samuel Davis,Travis Zariwny,Horror,cabin fever,Dustin Ingram Gage Golightly Samuel Davis Travis Zariwny Horror
4401,Ty Burrell,Kevin Zegers,Mekhi Phifer,Zack Snyder,Action|Horror|Thriller,dawn of the dead,Ty Burrell Kevin Zegers Mekhi Phifer Zack Snyder Action|Horror|Thriller
4402,Lew Temple,Cheryl Hines,Eddie Jemison,Adrienne Shelly,Comedy|Drama|Romance,waitress,Lew Temple Cheryl Hines Eddie Jemison Adrienne Shelly Comedy|Drama|Romance
4403,Bolo Yeung,Donald Gibb,Ken Siu,Newt Arnold,Action|Biography|Drama|Sport,bloodsport,Bolo Yeung Donald Gibb Ken Siu Newt Arnold Action|Biography|Drama|Sport
4404,Claude Rains,Jean Arthur,Thomas Mitchell,Frank Capra,Comedy|Drama,mr. smith goes to washington,Claude Rains Jean Arthur Thomas Mitchell Frank Capra Comedy|Drama
4405,Rosario Dawson,Leo Fitzpatrick,Justin Pierce,Larry Clark,Drama,kids,Rosario Dawson Leo Fitzpatrick Justin Pierce Larry Clark Drama
4406,William Baldwin,Elizabeth Meriwether,Owen Kline,Noah Baumbach,Comedy|Drama,the squid and the whale,William Baldwin Elizabeth Meriwether Owen Kline Noah Baumbach Comedy|Drama
4407,Scott Cohen,Jennifer Westfeldt,Brian Stepanek,Charles Herman-Wurmfeld,Comedy|Drama|Romance,kissing jessica stein,Scott Cohen Jennifer Westfeldt Brian Stepanek Charles Herman-Wurmfeld Comedy|Drama|Romance
4408,Honglei Sun,Ni Yan,Dahong Ni,Yimou Zhang,Comedy|Drama,"a woman, a gun and a noodle shop",Honglei Sun Ni Yan Dahong Ni Yimou Zhang Comedy|Drama
